date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:06:10	38161/38161	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:03:08%20GMT	https://www.convertworld.com/pt/densidade/	website/convertworld/www.convertworld.com/pt/densidade/index.html	(from https://www.convertworld.com/pt/)
20:06:10	41071/41071	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:03:08%20GMT	https://www.convertworld.com/pt/massa-molar/	website/convertworld/www.convertworld.com/pt/massa-molar/index.html	(from https://www.convertworld.com/pt/)
20:06:11	50491/50491	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:03:08%20GMT	https://www.convertworld.com/pt/area/Alqueire+paulista.html	website/convertworld/www.convertworld.com/pt/area/Alqueire+paulista.html	(from https://www.convertworld.com/pt/area/)
20:06:11	37068/37068	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:03:09%20GMT	https://www.convertworld.com/pt/quantidade-de-materia/	website/convertworld/www.convertworld.com/pt/quantidade-de-materia/index.html	(from https://www.convertworld.com/pt/)
20:06:11	50418/50418	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:03:09%20GMT	https://www.convertworld.com/pt/area/Alqueire+mineiro.html	website/convertworld/www.convertworld.com/pt/area/Alqueire+mineiro.html	(from https://www.convertworld.com/pt/area/)
20:06:11	38459/38459	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:03:09%20GMT	https://www.convertworld.com/pt/viscosidade-cinematica/	website/convertworld/www.convertworld.com/pt/viscosidade-cinematica/index.html	(from https://www.convertworld.com/pt/)
20:06:12	50345/50345	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:03:09%20GMT	https://www.convertworld.com/pt/area/Alqueire+baiano.html	website/convertworld/www.convertworld.com/pt/area/Alqueire+baiano.html	(from https://www.convertworld.com/pt/area/)
20:06:12	41425/41425	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:03:09%20GMT	https://www.convertworld.com/pt/viscosidade-dinamica/	website/convertworld/www.convertworld.com/pt/viscosidade-dinamica/index.html	(from https://www.convertworld.com/pt/)
20:06:12	50491/50491	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:03:10%20GMT	https://www.convertworld.com/pt/area/Alqueire+do+norte.html	website/convertworld/www.convertworld.com/pt/area/Alqueire+do+norte.html	(from https://www.convertworld.com/pt/area/)
20:06:12	39847/39847	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:03:10%20GMT	https://www.convertworld.com/pt/roupa-vestido-e-naipe/	website/convertworld/www.convertworld.com/pt/roupa-vestido-e-naipe/index.html	(from https://www.convertworld.com/pt/)
20:06:13	48342/48342	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:03:10%20GMT	https://www.convertworld.com/pt/tamanho-do-chapeu/	website/convertworld/www.convertworld.com/pt/tamanho-do-chapeu/index.html	(from https://www.convertworld.com/pt/)
20:06:13	47015/47015	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:03:10%20GMT	https://www.convertworld.com/pt/comprimento/quilometro.html	website/convertworld/www.convertworld.com/pt/comprimento/quilometro.html	(from https://www.convertworld.com/pt/comprimento/)
20:06:13	54412/54412	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:03:11%20GMT	https://www.convertworld.com/pt/tamanho-do-sapato-para-criancas/	website/convertworld/www.convertworld.com/pt/tamanho-do-sapato-para-criancas/index.html	(from https://www.convertworld.com/pt/)
20:06:13	89076/89076	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:03:11%20GMT	https://www.convertworld.com/pt/calendario-de-gravidez/	website/convertworld/www.convertworld.com/pt/calendario-de-gravidez/index.html	(from https://www.convertworld.com/pt/)
20:06:13	37403/37403	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:03:11%20GMT	https://www.convertworld.com/pt/tempo/	website/convertworld/www.convertworld.com/pt/tempo/index.html	(from https://www.convertworld.com/pt/)
20:06:14	47076/47076	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:03:11%20GMT	https://www.convertworld.com/pt/comprimento/metro.html	website/convertworld/www.convertworld.com/pt/comprimento/metro.html	(from https://www.convertworld.com/pt/comprimento/)
20:06:14	52431/52431	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:03:12%20GMT	https://www.convertworld.com/pt/vazao-em-massa/	website/convertworld/www.convertworld.com/pt/vazao-em-massa/index.html	(from https://www.convertworld.com/pt/)
20:06:14	77861/77861	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:03:12%20GMT	https://www.convertworld.com/pt/zonas-horarias/	website/convertworld/www.convertworld.com/pt/zonas-horarias/index.html	(from https://www.convertworld.com/pt/)
20:06:14	47373/47373	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:03:12%20GMT	https://www.convertworld.com/pt/comprimento/decimetro.html	website/convertworld/www.convertworld.com/pt/comprimento/decimetro.html	(from https://www.convertworld.com/pt/comprimento/)
20:06:14	70266/70266	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:03:12%20GMT	https://www.convertworld.com/pt/vazao-volumetrica/	website/convertworld/www.convertworld.com/pt/vazao-volumetrica/index.html	(from https://www.convertworld.com/pt/)
20:06:15	47769/47769	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:03:12%20GMT	https://www.convertworld.com/pt/comprimento/centimetro.html	website/convertworld/www.convertworld.com/pt/comprimento/centimetro.html	(from https://www.convertworld.com/pt/comprimento/)
20:06:15	39105/39105	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:03:13%20GMT	https://www.convertworld.com/pt/angulo/	website/convertworld/www.convertworld.com/pt/angulo/index.html	(from https://www.convertworld.com/pt/)
20:06:15	47215/47215	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:03:13%20GMT	https://www.convertworld.com/pt/comprimento/milimetro.html	website/convertworld/www.convertworld.com/pt/comprimento/milimetro.html	(from https://www.convertworld.com/pt/comprimento/)
20:06:15	49780/49780	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:03:13%20GMT	https://www.convertworld.com/pt/calculadora-de-tamanho-de-pneu-de-carro/	website/convertworld/www.convertworld.com/pt/calculadora-de-tamanho-de-pneu-de-carro/index.html	(from https://www.convertworld.com/pt/)
20:06:15	42681/42681	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:03:13%20GMT	https://www.convertworld.com/pt/frequencia/	website/convertworld/www.convertworld.com/pt/frequencia/index.html	(from https://www.convertworld.com/pt/)
20:06:16	47563/47563	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:03:14%20GMT	https://www.convertworld.com/pt/comprimento/micrometro.html	website/convertworld/www.convertworld.com/pt/comprimento/micrometro.html	(from https://www.convertworld.com/pt/comprimento/)
20:06:16	48142/48142	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:03:14%20GMT	https://www.convertworld.com/pt/tamanho-de-monitor-e-tv/	website/convertworld/www.convertworld.com/pt/tamanho-de-monitor-e-tv/index.html	(from https://www.convertworld.com/pt/)
20:06:16	36447/36447	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:03:14%20GMT	https://www.convertworld.com/pt/gosta-do-site/	website/convertworld/www.convertworld.com/pt/gosta-do-site/index.html	(from https://www.convertworld.com/pt/)
20:06:17	72872/72872	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:03:14%20GMT	https://www.convertworld.com/pt/tamanho-de-papel/	website/convertworld/www.convertworld.com/pt/tamanho-de-papel/index.html	(from https://www.convertworld.com/pt/)
20:06:17	47336/47336	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:03:14%20GMT	https://www.convertworld.com/pt/comprimento/nanometro.html	website/convertworld/www.convertworld.com/pt/comprimento/nanometro.html	(from https://www.convertworld.com/pt/comprimento/)
20:06:17	32068/32068	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:03:15%20GMT	https://www.convertworld.com/pt/contato/	website/convertworld/www.convertworld.com/pt/contato/index.html	(from https://www.convertworld.com/pt/)
20:06:17	36486/36486	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:03:15%20GMT	https://www.convertworld.com/pt/mapa-do-site/	website/convertworld/www.convertworld.com/pt/mapa-do-site/index.html	(from https://www.convertworld.com/pt/)
20:06:17	47085/47085	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:03:15%20GMT	https://www.convertworld.com/pt/comprimento/angstrom.html	website/convertworld/www.convertworld.com/pt/comprimento/angstrom.html	(from https://www.convertworld.com/pt/comprimento/)
20:06:18	37260/37260	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:03:15%20GMT	https://www.convertworld.com/pt/politica-de-privacidade/	website/convertworld/www.convertworld.com/pt/politica-de-privacidade/index.html	(from https://www.convertworld.com/pt/)
